COMM_NAME,COMM_CODE,COMM_WT,BASE Price,WT_INDX042012,WT_INDX052012,WT_INDX062012,WT_INDX072012,WT_INDX082012,WT_INDX092012,WT_INDX102012,WT_INDX112012,WT_INDX122012,WT_INDX012013,WT_INDX022013,WT_INDX032013,WT_INDX042013,WT_INDX052013,WT_INDX062013,WT_INDX072013,WT_INDX082013,WT_INDX092013,WT_INDX102013,WT_INDX112013,WT_INDX122013,WT_INDX012014,WT_INDX022014,WT_INDX032014,WT_INDX042014,WT_INDX052014,WT_INDX062014,WT_INDX072014,WT_INDX082014,WT_INDX092014,WT_INDX102014,WT_INDX112014,WT_INDX122014,WT_INDX012015,WT_INDX022015,WT_INDX032015,WT_INDX042015,WT_INDX052015,WT_INDX062015,WT_INDX072015,WT_INDX082015,WT_INDX092015,WT_INDX102015,WT_INDX112015,WT_INDX122015,WT_INDX012016,WT_INDX022016,WT_INDX032016,WT_INDX042016,WT_INDX052016,WT_INDX062016,WT_INDX072016,WT_INDX082016,WT_INDX092016,WT_INDX102016,WT_INDX112016,WT_INDX122016,WT_INDX012017,WT_INDX022017,WT_INDX032017,WT_INDX042017,WT_INDX052017,WT_INDX062017,WT_INDX072017,WT_INDX082017,WT_INDX092017,WT_INDX102017,WT_INDX112017,WT_INDX122017,WT_INDX012018,WT_INDX022018,WT_INDX032018,WT_INDX042018,WT_INDX052018,WT_INDX062018,WT_INDX072018,WT_INDX082018,WT_INDX092018,WT_INDX102018,WT_INDX112018,WT_INDX122018,WT_INDX012019,WT_INDX022019,WT_INDX032019,WT_INDX042019,WT_INDX052019,WT_INDX062019,WT_INDX072019,WT_INDX082019,WT_INDX092019,WT_INDX102019,WT_INDX112019,WT_INDX122019,WT_INDX012020,WT_INDX022020,WT_INDX032020,WT_INDX042020,WT_INDX052020,WT_INDX062020,WT_INDX072020,WT_INDX082020,WT_INDX092020,WT_INDX102020,WT_INDX112020,WT_INDX122020,WT_INDX012021,WT_INDX022021,WT_INDX032021,WT_INDX042021,WT_INDX052021,WT_INDX062021,WT_INDX072021,WT_INDX082021,WT_INDX092021,WT_INDX102021,WT_INDX112021,WT_INDX122021,WT_INDX012022,WT_INDX022022,WT_INDX032022,WT_INDX042022,WT_INDX052022,WT_INDX062022,WT_INDX072022,WT_INDX082022,WT_INDX092022,WT_INDX102022,WT_INDX112022,WT_INDX122022,WT_INDX012023,WT_INDX022023,WT_INDX032023,WT_INDX042023,WT_INDX052023,WT_INDX062023,WT_INDX072023,WT_INDX082023,WT_INDX092023,WT_INDX102023
Castor Seed,1102020007,0.09763,81.9,0.09763,0.09405381,0.09500746,0.104424762,0.114557302,0.105736032,0.102159841,0.101444603,0.10382873,0.099775714,0.097272381,0.096199524,0.09631873,0.094530635,0.095484286,0.095722698,0.09894127,0.09763,0.096199524,0.100371746,0.115153333,0.110861905,0.108358571,0.108120159,0.105974444,0.104543968,0.110861905,0.112292381,0.11527254,0.114199683,0.11753746,0.119802381,0.119921587,0.113126825,0.105616825,0.103113492,0.10382873,0.110504286,0.112530794,0.112173175,0.113126825,0.115630159,0.114676508,0.111100317,0.106093651,0.095245873,0.093219365,0.09274254,0.09405381,0.093457778,0.093457778,0.099656508,0.099775714,0.101802222,0.100848571,0.100967778,0.102159841,0.104782381,0.105616825,0.119802381,0.13029254,0.125881905,0.121590476,0.122305714,0.125643492,0.127073968,0.12504746,0.121113651,0.123259365,0.116703016,0.118252698,0.117299048,0.11527254,0.113484444,0.114676508,0.122186508,0.127312381,0.127550794,0.134107143,0.15151127,0.14757746,0.145193333,0.144716508,0.146385397,0.154491429,0.154849048,0.151868889,0.152584127,0.152703333,0.152703333,0.129815714,0.124213016,0.121709683,0.120994444,0.117656667,0.116464603,0.115391746,0.113722857,0.116822222,0.119921587,0.119921587,0.120756032,0.124689841,0.130650159,0.128027619,0.128146825,0.127073968,0.130888571,0.136968095,0.139352222,0.138875397,0.141140317,0.143405238,0.1502,0.150438413,0.154253016,0.151034444,0.148531111,0.159498095,0.165458413,0.163431905,0.16653127,0.167961746,0.166412063,0.165696825,0.165458413,0.163431905,0.165458413,0.162716667,0.160690159,0.154253016,0.143405238,0.138160159,0.132080635,0.126954762,0.137444921,0.141259524,0.138636984,0.133987937
c.  OTHER NON-FOOD ARTICLES,1102030000,1.96043,110.9,1.96043,1.921539594,1.859668494,1.893255663,1.879113697,1.902094391,1.963965491,1.967500983,2.002855897,2.055888269,2.165488503,2.188469197,2.167256249,2.15841752,2.186701452,2.153114283,2.006391389,2.039978557,1.988713931,1.868507223,1.856133003,1.909165374,1.939217051,1.967500983,1.918004103,1.8985589,1.91093312,1.91093312,1.916236357,1.96043,1.956894509,1.951591271,1.944520289,1.946288034,1.914468611,1.93568156,1.91093312,1.921539594,1.949823526,1.97280422,2.025836592,2.025836592,2.038210812,2.04704954,2.04704954,2.025836592,2.002855897,2.025836592,2.036443066,2.008159134,2.052352777,2.070030234,2.029372083,2.006391389,2.011694626,2.006391389,2.018765609,2.032907574,2.05942376,2.032907574,2.027604337,1.995784914,1.979875203,2.015230117,2.020533354,2.013462372,1.981642949,1.92330734,1.884416934,1.884416934,1.896791154,1.902094391,1.940984797,1.933913814,1.955126763,1.937449306,1.921539594,1.921539594,1.91093312,1.91093312,1.905629883,1.819010343,1.803100631,1.808403868,1.817242597,1.820778088,1.875578206,1.884416934,1.870274968,1.841991037,1.822545834,1.840223291,1.863203986,1.870274968,1.863203986,1.856133003,1.856133003,1.834920054,1.834920054,1.852597511,1.852597511,1.84906202,1.940984797,2.015230117,2.011694626,2.018765609,2.013462372,2.036443066,2.041746303,2.04704954,2.048817286,2.055888269,2.089475437,2.117759369,2.119527115,2.138972317,2.188469197,2.161953012,2.179630469,2.239733823,2.250340298,2.25741128,2.273320992,2.29453394,2.29453394,2.262714518,2.253875789,2.347566312,2.393527701,2.432418106,2.386456718,2.389992209,2.397063192,2.359940532,2.340495329,2.386456718,2.393527701,2.437721344,2.453631055
Bauxite,1103010001,0.00842,103.7,0.00842,0.008525554,0.008363163,0.008395641,0.008436239,0.00841188,0.008598631,0.008598631,0.008598631,0.009508023,0.009508023,0.011586635,0.011805863,0.0118627,0.011822102,0.012179364,0.012179364,0.011586635,0.012276798,0.011903298,0.011610993,0.012422951,0.010401176,0.01014947,0.01053109,0.012544744,0.012349875,0.012520386,0.012512266,0.012512266,0.012187483,0.012496027,0.01282081,0.012772093,0.012877647,0.012893886,0.013900714,0.013145593,0.013356702,0.013080636,0.012398592,0.013080636,0.017619479,0.014452845,0.014452845,0.014436606,0.014444725,0.014525921,0.014525921,0.014639595,0.01511053,0.01511053,0.01511053,0.01511053,0.015370357,0.015370357,0.015378476,0.015378476,0.015183607,0.015207965,0.015207965,0.018480154,0.019495101,0.019495101,0.019795526,0.019243394,0.019795526,0.019795526,0.019779286,0.019779286,0.019779286,0.019787406,0.019771167,0.019389547,0.020493809,0.020493809,0.020493809,0.020493809,0.020704918,0.020713038,0.021362604,0.021362604,0.021362604,0.019235275,0.020307059,0.020899788,0.021265169,0.021265169,0.021265169,0.021265169,0.021265169,0.021208332,0.020599364,0.020420733,0.020680559,0.020258341,0.020258341,0.020737396,0.020566885,0.018545111,0.018545111,0.018545111,0.019316471,0.019633134,0.019649373,0.019673732,0.018821176,0.017578881,0.017530164,0.018675024,0.017781871,0.018017338,0.018017338,0.018017338,0.017578881,0.017554523,0.017270338,0.016986152,0.016986152,0.016994272,0.016304108,0.017156663,0.015086172,0.01512677,0.01512677,0.01512677,0.01512677,0.015386596,0.019389547,0.017107946,0.017773751,0.017237859,0.017237859,0.017335294,0.017765632,0.017854947,0.018147252,0.018147252,0.017968621
Iron Ore,1103010005,0.20862,100.7,0.20862,0.215870943,0.21980717,0.229544151,0.224986415,0.221050189,0.218771321,0.223121887,0.217942642,0.204683774,0.207584151,0.189767547,0.189146038,0.18686717,0.187903019,0.181066415,0.173193962,0.170915094,0.179616226,0.177751698,0.194946792,0.195982642,0.192667925,0.18645283,0.182516604,0.184173962,0.19764,0.199918868,0.201576226,0.204683774,0.202819245,0.201990566,0.196811321,0.193082264,0.173815472,0.1647,0.141496981,0.134660377,0.130931321,0.117879623,0.112286038,0.121815849,0.103792075,0.104827925,0.09882,0.111457358,0.095919623,0.100891698,0.09840566,0.098198491,0.090740377,0.091776226,0.092397736,0.092604906,0.108971321,0.110835849,0.112286038,0.119329811,0.124301887,0.128859623,0.140875472,0.139425283,0.136732075,0.13196717,0.132381509,0.151441132,0.151855472,0.155584528,0.159520755,0.183138113,0.180859245,0.179823396,0.18686717,0.182516604,0.183759623,0.190596226,0.181480755,0.194118113,0.200540377,0.19743283,0.189974717,0.17568,0.166150189,0.189974717,0.188524528,0.184795472,0.194118113,0.194532453,0.192253585,0.176301509,0.181480755,0.171536604,0.184381132,0.183966792,0.191839245,0.192875094,0.185416981,0.178373208,0.163664151,0.165735849,0.177751698,0.196604151,0.198468679,0.21939283,0.236173585,0.253990189,0.267041887,0.293352453,0.308683019,0.342244528,0.377256226,0.382021132,0.377256226,0.343073208,0.31883434,0.312204906,0.288587547,0.270770943,0.273464151,0.288173208,0.291073585,0.304539623,0.269735094,0.232858868,0.222707547,0.21980717,0.209241509,0.201783396,0.202819245,0.221671698,0.238452453,0.248810943,0.254818868,0.25233283,0.240938491,0.233066038,0.225400755,0.221464528,0.232030189
Phosphorite,1103020001,0.11352,111.9,0.11352,0.140707989,0.151867239,0.151867239,0.151867239,0.151867239,0.151867239,0.151968686,0.151867239,0.151867239,0.151867239,0.151867239,0.151867239,0.151867239,0.151867239,0.151867239,0.150142627,0.147302091,0.147302091,0.147302091,0.147302091,0.147302091,0.147302091,0.139186273,0.137766005,0.124882145,0.124882145,0.124882145,0.124882145,0.124882145,0.119099625,0.121635818,0.153794745,0.153997641,0.157954102,0.155215013,0.14466445,0.14466445,0.146693405,0.145476032,0.14425866,0.145476032,0.146490509,0.147302091,0.160591743,0.159780161,0.161098981,0.159780161,0.156838177,0.158156997,0.158562788,0.154809223,0.152577373,0.152273029,0.157649759,0.156026595,0.158359893,0.142534048,0.141012332,0.141012332,0.141418123,0.13888193,0.135432708,0.133403753,0.135128365,0.136954424,0.137766005,0.138577587,0.136447185,0.135635603,0.135534155,0.14425866,0.14425866,0.14425866,0.14425866,0.14425866,0.14425866,0.14425866,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.148823807,0.154809223,0.164345308,0.165359786,0.165359786,0.165359786,0.153186059,0.165359786,0.165359786,0.165359786,0.165359786,0.165359786,0.165359786,0.165359786,0.165359786,0.165359786,0.165359786,0.178852332,0.178852332,0.190620268,0.19589555,0.204417158,0.206953351,0.206953351,0.208373619,0.21547496,0.21547496,0.21547496,0.224605255,0.226025523,0.226025523,0.23951807,0.257981555,0.257981555,0.257981555,0.257981555,0.268735013,0.268735013,0.277560965,0.277560965,0.277560965,0.277560965,0.266300268,0.277560965,0.277560965,0.280705845,0.32544429,0.307285147
Garnet,1103020003,0.00139,99.6,0.00139,0.001470944,0.001416516,0.001426285,0.00139,0.00139,0.001401165,0.001394187,0.001307661,0.00141512,0.001448614,0.001387209,0.001246255,0.001454197,0.001420703,0.001378835,0.001431867,0.001597942,0.001503042,0.001307661,0.001529558,0.001463966,0.00117508,0.001669116,0.001463966,0.001709588,0.001486295,0.00172494,0.00161748,0.001987309,0.001716566,0.001768203,0.001839378,0.001623062,0.001733313,0.001999869,0.002040341,0.001549096,0.002111516,0.001699819,0.001609106,0.002211998,0.001877058,0.001790532,0.002405984,0.001683072,0.00191753,0.002298524,0.001472339,0.001547701,0.002283173,0.001681677,0.002673936,0.002069649,0.002347369,0.002128263,0.002128263,0.002128263,0.002128263,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.003040974,0.002726968,0.002821867,0.003094006,0.004958504,0.003916004,0.00398997,0.005113414,0.004366777,0.003723414,0.004156044,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.00401509,0.004267691,0.004849649,0.005003163,0.00503247,0.004726837,0.004693343,0.004693343,0.004317932,0.005359036,0.004763122,0.004979438,0.004979438,0.005629779,0.005629779,0.004802199,0.00480499,0.004253735,0.003625723,0.004535643,0.004207681,0.004439347,0.004592861,0.005589307,0.004655663,0.004581697,0.005324147,0.005527902,0.005001767,0.004795221
Natural Gas,1104000002,0.46423,108,0.46423,0.486581815,0.499906935,0.495178667,0.496038352,0.487871343,0.480564019,0.495178667,0.494318981,0.491310083,0.487011657,0.492169769,0.493029454,0.498617407,0.527416861,0.539022611,0.567822065,0.572550333,0.554496944,0.563093796,0.557076,0.558365528,0.559655056,0.549338833,0.545040407,0.536013713,0.539882296,0.542461352,0.549768676,0.549338833,0.553637259,0.660668065,0.670984287,0.665826176,0.663676963,0.667975389,0.633158139,0.643474361,0.643904204,0.641754991,0.655509954,0.665826176,0.564813167,0.573410019,0.577278602,0.582436713,0.590603722,0.581147185,0.505494889,0.50893363,0.511512685,0.511082843,0.50893363,0.507644102,0.453054093,0.458642046,0.460361417,0.461650944,0.455203306,0.447895981,0.437579759,0.437149917,0.437149917,0.437579759,0.434141019,0.437149917,0.480993861,0.479704333,0.475405907,0.471107481,0.479274491,0.480564019,0.501626306,0.515381269,0.517960324,0.524407963,0.534294343,0.545900093,0.545900093,0.572120491,0.563953481,0.563953481,0.567822065,0.554926787,0.587594824,0.590603722,0.591463407,0.585875454,0.604788528,0.606078056,0.552777574,0.560084898,0.558365528,0.559225213,0.560084898,0.581577028,0.502485991,0.498617407,0.49904725,0.493029454,0.493029454,0.486151972,0.413078731,0.416517472,0.415657787,0.411359361,0.410499676,0.409210148,0.410929519,0.411789204,0.412648889,0.414798102,0.416947315,0.41608763,0.561804269,0.568251907,0.566532537,0.569971278,0.465519528,0.46594937,0.750505167,0.750935009,0.811972657,0.819279981,0.830455889,0.829166361,1.078904907,1.12747712,1.116301213,1.112862472,1.107274519,1.111143102,1.053974037,1.041938444,0.986918593,0.975312843,1.002392926,1.074606481,1.131345704
Coking Coal,1201010001,0.64703,100,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.64703,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.65608842,0.79649393,0.84631524,0.85084445,0.87672565,0.87672565,0.87672565,0.87672565,0.87672565,0.87672565,0.87672565,0.86443208,0.85213851,0.85213851,0.85213851,0.85213851,0.8540796,0.8540796,0.8540796,0.8540796,0.8540796,0.85925584,0.86249099,0.86249099,0.86249099,0.86637317,0.86637317,0.86637317,0.86637317,0.86637317,0.86637317,0.86637317,0.86637317,0.88319595,0.91813557,0.91813557,0.91813557,0.91813557,0.91813557,0.91813557,0.91813557,0.91619448,0.91619448,0.91619448,0.91619448,0.91619448,0.91684151,0.91813557,0.91813557,0.91813557,0.91813557,0.91813557,0.91813557,0.91813557,0.91813557,0.92201775,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102,0.92784102
b. Non-Coking Coal,1201020000,1.40097,100.8,1.40097,1.40097,1.417648214,1.444055387,1.444055387,1.444055387,1.444055387,1.444055387,1.444055387,1.444055387,1.444055387,1.444055387,1.444055387,1.444055387,1.476021964,1.476021964,1.476021964,1.476021964,1.476021964,1.476021964,1.499649435,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.523276905,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.538565268,1.534395714,1.534395714,1.62334619,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.653922917,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.665041726,1.748432798,1.748432798,1.748432798,1.748432798,1.748432798
a.) Non-Coking Coal G1 to G6 [GCV exceeding 5500 Kcal/kg.],1201020001,0.4999,105,0.4999,0.4999,0.501328286,0.503708762,0.503708762,0.503708762,0.503708762,0.503708762,0.503708762,0.503708762,0.503708762,0.503708762,0.503708762,0.503708762,0.486569333,0.486569333,0.486569333,0.486569333,0.486569333,0.486569333,0.488473714,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.490378095,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.421820381,0.418487714,0.418487714,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.417059429,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.418011619,0.451338286,0.451338286,0.451338286,0.451338286,0.451338286
c. Lignite,1201030000,0.09013,108.4,0.09013,0.081482841,0.081482841,0.081482841,0.081482841,0.081482841,0.081482841,0.081482841,0.081482841,0.081482841,0.081482841,0.081482841,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.08248059,0.076909825,0.076909825,0.076909825,0.076909825,0.076909825,0.076909825,0.076909825,0.076909825,0.076909825,0.075413201,0.075413201,0.075413201,0.073833432,0.073833432,0.073833432,0.073833432,0.073833432,0.073833432,0.074748035,0.078988469,0.078988469,0.078988469,0.078988469,0.078988469,0.078988469,0.078988469,0.093538976,0.094370434,0.094370434,0.094370434,0.094370434,0.094370434,0.101770406,0.099774908,0.099774908,0.099774908,0.099774908,0.099774908,0.099774908,0.099774908,0.099774908,0.099774908,0.099774908,0.100772657,0.100772657,0.100772657,0.108006338,0.108006338,0.108006338,0.108006338,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.109004087,0.108006338,0.108006338,0.11482429,0.11482429,0.11482429,0.11482429,0.11482429,0.11482429,0.138021956,0.166707242,0.176767878,0.176767878,0.176767878,0.176767878,0.176767878,0.176767878,0.176767878,0.176767878,0.244947399,0.244697961,0.244697961,0.244697961,0.244697961,0.244697961,0.269724834,0.259913635,0.268810231,0.242868755,0.232641827,0.232641827,0.232641827,0.214599197,0.214599197
(B). MINERAL OILS,1202000000,7.94968,111.2,7.94968,7.906786043,7.713763237,7.463548489,7.713763237,8.135553813,7.942531007,7.849594101,7.89963705,8.028318921,8.249937698,8.314278633,8.021169928,7.692316259,7.963977986,8.421513525,8.650281295,9.207902734,8.979134964,8.89334705,9.057773885,9.215051727,9.100667842,9.129263813,8.807559137,8.864751079,8.750367194,8.964836978,8.821857122,8.643132302,8.392917554,7.627975324,6.948821007,6.112388849,5.440383525,5.869323094,5.776386187,6.31970964,6.426944532,6.105239856,5.411787554,5.161572806,5.240211727,5.190168777,5.097231871,4.475269496,4.032031942,4.160713813,4.425226547,4.754080216,5.183019784,5.132976835,4.696888273,4.925656043,5.090082878,5.347446619,5.476128489,5.855025108,5.990855971,5.998004964,5.740641223,5.654853309,5.526171439,5.383191583,5.50472446,5.690598273,5.890770072,6.090941871,6.219623741,6.312560647,6.41979554,6.326858633,6.448391511,6.691457266,6.95597,6.970267986,7.027459928,7.284823669,7.692316259,7.54218741,6.734351223,6.31970964,6.534179424,6.791543165,6.820139137,6.920225036,6.720053237,6.534179424,6.534179424,6.469838489,6.634265324,6.512732446,6.527030432,6.705755252,6.605669353,6.198176763,5.047188921,4.175011799,4.904209065,5.511873453,5.60481036,5.540469424,5.418936547,5.476128489,5.797833165,6.248219712,6.812990144,7.41350554,7.370611583,7.642273309,7.935382014,8.471556475,8.557344388,8.40721554,9.215051727,9.958546978,9.57965036,9.75837518,10.21591072,11.1309818,12.00315892,13.34716957,13.56878835,13.50444741,12.48214144,12.27482065,11.89592403,12.3248636,11.75294417,11.50272942,11.83158309,11.81013612,11.40979252,11.18102475,10.92366101,10.85217108,11.26681266,11.70290122,11.83873209
Bitumen,1202000007,0.22677,102,0.22677,0.230994147,0.235885265,0.235885265,0.235440618,0.232772735,0.197200971,0.189641971,0.224546765,0.238775471,0.229882529,0.225436059,0.230104853,0.230104853,0.236107588,0.242554971,0.248780029,0.265009647,0.254115794,0.257672971,0.257672971,0.257672971,0.257006,0.253448824,0.249447,0.249002353,0.243666588,0.247890735,0.252114882,0.253004176,0.2532265,0.252114882,0.228770912,0.226547676,0.192976824,0.182527618,0.184973176,0.193643794,0.196089353,0.197645618,0.193199147,0.183416912,0.1700775,0.168521235,0.162963147,0.145844235,0.130948559,0.128503,0.145399588,0.149623735,0.145399588,0.143176353,0.140286147,0.142287059,0.142954029,0.157627382,0.154292529,0.162296176,0.167854265,0.163185471,0.155404147,0.152291618,0.152513941,0.1474005,0.145844235,0.146955853,0.150957676,0.156071118,0.176524882,0.176524882,0.172300735,0.170299824,0.169410529,0.168298912,0.174301647,0.187863382,0.189419647,0.193199147,0.228548588,0.229882529,0.208539471,0.179192765,0.175635588,0.178081147,0.178748118,0.179415088,0.171189118,0.175190941,0.190531265,0.188085706,0.204982294,0.196978647,0.182749941,0.175413265,0.183194588,0.182972265,0.159405971,0.138285235,0.143398676,0.165408706,0.160739912,0.161629206,0.150957676,0.152291618,0.184306206,0.210762706,0.225436059,0.224546765,0.232772735,0.239887088,0.234995971,0.221434235,0.228103941,0.221434235,0.236774559,0.281239265,0.277015118,0.254782765,0.279016029,0.312809206,0.319478912,0.316144059,0.297246559,0.285908059,0.267232882,0.279683,0.2759035,0.302804647,0.313920824,0.289465235,0.276570471,0.282128559,0.299247471,0.303026971,0.276570471,0.252114882,0.270790059,0.283017853,0.289242912
